-75.704794,45.4042407,"(0, 255, 0) green"
-75.7043817,45.4043198,"(0, 255, 0) green"
-75.7035877,45.4045156,"(0, 255, 0) green"
-75.7028796,45.4045458,"(0, 255, 0) green"
-75.7019516,45.4049337,"(0, 255, 0) green"
-75.7011845,45.4051823,"(0, 255, 0) green"
-75.7005461,45.4053668,"(255, 0, 0) red"
-75.6993404,45.4055999,"(0, 255, 0) green"
-75.6985646,45.4060316,"(0, 255, 0) green"
-75.6978156,45.4062886,"(0, 255, 0) green"
-75.696673,45.4064515,"(0, 255, 0) green"
-75.7014312,45.4049412,"(0, 255, 0) green"
-75.7008304,45.4052689,"(255, 255, 0) yellow"
-75.7006641,45.4051484,"(0, 255, 0) green"
-75.6998306,45.4056069,"(255, 255, 0) yellow"
-75.7000472,45.4055551,"(255, 0, 0) red"
-75.7006802,45.4053103,"(0, 255, 0) green"
-75.700927,45.4052463,"(0, 255, 0) green"
-75.7011791,45.4050052,"(0, 255, 0) green"
-75.701796,45.4050203,"(0, 255, 0) green"
-75.7021071,45.4049036,"(0, 255, 0) green"
-75.694986,45.4074132,"(0, 255, 0) green"
-75.6940204,45.4078049,"(0, 255, 0) green"
-75.6931621,45.4082305,"(0, 255, 0) green"
-75.6920222,45.4087803,"(0, 255, 0) green"
-75.6908232,45.4092209,"(0, 255, 0) green"
-75.6894714,45.4099892,"(0, 255, 0) green"
-75.6877763,45.4108026,"(0, 255, 0) green"
-75.6864352,45.4112997,"(0, 255, 0) green"
-75.6892074,45.4101938,"(0, 255, 0) green"
-75.6888212,45.4103256,"(0, 255, 0) green"
-75.6884886,45.4104687,"(0, 255, 0) green"
-75.688097,45.4106608,"(0, 255, 0) green"
-75.687464,45.4109093,"(0, 255, 0) green"
-75.6871261,45.4110223,"(0, 255, 0) green"
-75.6868417,45.4111654,"(0, 255, 0) green"
-75.6871797,45.4108491,"(0, 255, 0) green"
-75.701661,45.4050871,"(0, 255, 0) green"
-75.7014894,45.4051398,"(0, 255, 0) green"
-75.7012533,45.405185,"(0, 255, 0) green"
-75.7010817,45.4052151,"(0, 255, 0) green"
-75.700927,45.4052463,"(0, 255, 0) green"
-75.7007813,45.4053055,"(0, 255, 0) green"
-75.7006096,45.4053695,"(255, 255, 0) yellow"
-75.7003843,45.4054336,"(255, 0, 0) red"
-75.7002234,45.40549,"(255, 0, 0) red"
-75.7000472,45.4055551,"(255, 0, 0) red"
-75.69988,45.4055928,"(255, 255, 0) yellow"
-75.6997571,45.4056267,"(0, 255, 0) green"
-75.6996069,45.4056794,"(0, 255, 0) green"
-75.6994353,45.4057434,"(0, 255, 0) green"
-75.6993012,45.4057886,"(0, 255, 0) green"
-75.699568,45.4056978,"(255, 255, 0) yellow"
-75.6994782,45.4057171,"(0, 255, 0) green"
-75.6996445,45.4056794,"(255, 255, 0) yellow"
-75.6997196,45.4056342,"(0, 255, 0) green"
-75.69988,45.4055928,"(255, 255, 0) yellow"
-75.7002234,45.40549,"(255, 0, 0) red"
-75.7000844,45.4055212,"(255, 0, 0) red"
-75.6999127,45.4055702,"(255, 0, 0) red"
-75.7003097,45.405461,"(255, 0, 0) red"
-75.700476,45.4054045,"(255, 0, 0) red"
-75.7003843,45.4054336,"(255, 0, 0) red"
-75.7002902,45.4054614,"(255, 0, 0) red"
-75.7000844,45.4055212,"(255, 0, 0) red"
-75.7000146,45.4055589,"(255, 0, 0) red"
-75.7000844,45.4055212,"(255, 0, 0) red"
-75.700476,45.4054045,"(255, 0, 0) red"
-75.7003097,45.405461,"(255, 0, 0) red"
-75.7000656,45.4055335,"(255, 0, 0) red"
-75.7000938,45.4055236,"(255, 0, 0) red"
-75.6999556,45.4055589,"(255, 0, 0) red"
-75.700258,45.405475,"(255, 0, 0) red"
-75.7002279,45.4054806,"(255, 0, 0) red"
-75.7003244,45.4054514,"(255, 0, 0) red"
-75.7004371,45.4054185,"(255, 0, 0) red"
-75.7005336,45.4053949,"(255, 0, 0) red"
-75.7005061,45.4053978,"(255, 0, 0) red"
-75.7004619,45.4054109,"(255, 0, 0) red"
-75.7002755,45.4054712,"(255, 0, 0) red"
-75.7001172,45.4055192,"(255, 0, 0) red"
-75.7001782,45.4055037,"(255, 0, 0) red"
-75.7001923,45.4054952,"(255, 0, 0) red"
-75.7000555,45.4055418,"(255, 0, 0) red"
-75.7001474,45.405514,"(255, 0, 0) red"
-75.7001675,45.4055074,"(255, 0, 0) red"
-75.7001923,45.4054952,"(255, 0, 0) red"
-75.7002138,45.4054919,"(255, 0, 0) red"
-75.7002882,45.4054712,"(255, 0, 0) red"
-75.7003553,45.4054481,"(255, 0, 0) red"
-75.700366,45.4054439,"(255, 0, 0) red"
-75.6999704,45.4055724,"(255, 0, 0) red"
-75.6999791,45.4055574,"(255, 0, 0) red"
-75.6999992,45.4055569,"(255, 0, 0) red"
-75.7000166,45.4055493,"(255, 0, 0) red"
-75.7000415,45.4055475,"(255, 0, 0) red"
-75.7000616,45.4055362,"(255, 0, 0) red"
-75.7000783,45.4055333,"(255, 0, 0) red"
-75.7001065,45.4055235,"(255, 0, 0) red"
-75.7001259,45.4055192,"(255, 0, 0) red"
-75.7001474,45.405514,"(255, 0, 0) red"
-75.7001508,45.405506,"(255, 0, 0) red"
-75.7001749,45.4054976,"(255, 0, 0) red"
-75.7001963,45.40549,"(255, 0, 0) red"
-75.7002413,45.405475,"(255, 0, 0) red"
-75.6928283,45.408411,"(0, 255, 0) green"
-75.6922275,45.4087519,"(0, 255, 0) green"
-75.6922463,45.4087161,"(255, 255, 0) yellow"
-75.6923268,45.4086841,"(0, 255, 0) green"
-75.692367,45.4086464,"(0, 255, 0) green"
-75.6924636,45.4086182,"(0, 255, 0) green"
-75.6926406,45.4085315,"(0, 255, 0) green"
-75.6927747,45.4084525,"(0, 255, 0) green"
-75.6926567,45.4085071,"(0, 255, 0) green"
-75.6930697,45.4083093,"(0, 255, 0) green"
-75.6929571,45.4083414,"(0, 255, 0) green"
-75.6928739,45.4083922,"(0, 255, 0) green"
-75.6921739,45.4087443,"(255, 255, 0) yellow"
-75.6920907,45.4087726,"(0, 255, 0) green"
-75.6919888,45.4088196,"(0, 255, 0) green"
-75.6919003,45.4088592,"(0, 255, 0) green"
-75.6862607,45.4114153,"(0, 255, 0) green"
-75.6860435,45.4114492,"(0, 255, 0) green"
-75.6853702,45.4117316,"(0, 255, 0) green"
-75.6836568,45.4123245,"(0, 255, 0) green"
-75.6835334,45.4123584,"(0, 255, 0) green"
-75.6834476,45.4123885,"(0, 255, 0) green"
-75.6833645,45.4124167,"(0, 255, 0) green"
-75.6832947,45.4124393,"(0, 255, 0) green"
-75.6831794,45.4124751,"(0, 255, 0) green"
-75.6830506,45.4125147,"(0, 255, 0) green"
-75.6818324,45.4129232,"(0, 255, 0) green"
-75.6816742,45.4129853,"(0, 255, 0) green"
-75.6815669,45.4130305,"(0, 255, 0) green"
-75.6814408,45.4130832,"(0, 255, 0) green"
-75.6812745,45.4131227,"(0, 255, 0) green"
-75.6811538,45.4131811,"(0, 255, 0) green"
-75.6809982,45.4132282,"(0, 255, 0) green"
-75.6808534,45.4132753,"(0, 255, 0) green"
-75.674814,45.4165836,"(0, 255, 0) green"
-75.6748328,45.416512,"(0, 255, 0) green"
-75.675616,45.4158154,"(0, 255, 0) green"
-75.6742024,45.4168547,"(0, 255, 0) green"
-75.674181,45.4167493,"(0, 255, 0) green"
-75.6740603,45.4166721,"(0, 255, 0) green"
-75.6739986,45.416561,"(0, 255, 0) green"
-75.6738725,45.4164725,"(0, 255, 0) green"
-75.6738457,45.4163991,"(0, 255, 0) green"
-75.673626,45.4160551,"(0, 255, 0) green"
-75.6735281,45.4160975,"(0, 255, 0) green"
-75.6782051,45.4186392,"(255, 255, 0) yellow"
-75.6781662,45.4186284,"(255, 255, 0) yellow"
-75.6781447,45.4186171,"(255, 255, 0) yellow"
-75.6781152,45.4186105,"(255, 255, 0) yellow"
-75.6780797,45.4186025,"(255, 0, 0) red"
-75.6780683,45.4185954,"(255, 255, 0) yellow"
-75.6780106,45.4185785,"(255, 0, 0) red"
-75.6779932,45.41857,"(255, 0, 0) red"
-75.6779657,45.4185616,"(255, 0, 0) red"
-75.6779429,45.4185535,"(255, 0, 0) red"
-75.6779308,45.4185484,"(255, 0, 0) red"
-75.6779033,45.4185437,"(255, 0, 0) red"
-75.6778825,45.4185375,"(255, 255, 0) yellow"
-75.6778416,45.4185192,"(255, 255, 0) yellow"
-75.6786215,45.4187652,"(0, 255, 0) green"
-75.6789306,45.418873,"(255, 0, 0) red"
-75.6789152,45.418864,"(255, 0, 0) red"
-75.6788991,45.4188551,"(255, 0, 0) red"
-75.6788649,45.4188471,"(255, 0, 0) red"
-75.6788387,45.4188339,"(255, 0, 0) red"
-75.6788146,45.4188325,"(255, 0, 0) red"
-75.678765,45.4188193,"(255, 0, 0) red"
-75.6787281,45.4188052,"(255, 255, 0) yellow"
-75.6786838,45.4187948,"(255, 255, 0) yellow"
-75.6786731,45.4187897,"(255, 255, 0) yellow"
-75.678979,45.4188899,"(255, 0, 0) red"
-75.6789662,45.4188833,"(255, 0, 0) red"
-75.6789589,45.4188772,"(255, 0, 0) red"
-75.6789414,45.4188683,"(255, 0, 0) red"
-75.6789294,45.4188636,"(255, 0, 0) red"
-75.6788932,45.4188636,"(255, 0, 0) red"
-75.6788838,45.4188532,"(255, 0, 0) red"
-75.6788744,45.4188476,"(255, 0, 0) red"
-75.6788649,45.4188471,"(255, 0, 0) red"
-75.6788556,45.4188485,"(255, 0, 0) red"
-75.6788315,45.4188358,"(255, 0, 0) red"
-75.6793137,45.4190022,"(255, 255, 0) yellow"
-75.6792936,45.4189895,"(255, 255, 0) yellow"
-75.6792654,45.4189791,"(255, 255, 0) yellow"
-75.6792319,45.4189693,"(255, 0, 0) red"
-75.6792038,45.4189622,"(255, 0, 0) red"
-75.6791769,45.4189556,"(255, 0, 0) red"
-75.6791515,45.4189471,"(255, 0, 0) red"
-75.6791407,45.4189377,"(255, 0, 0) red"
-75.6790656,45.418917,"(255, 255, 0) yellow"
-75.6791079,45.4189236,"(255, 255, 0) yellow"
-75.6791193,45.4189297,"(255, 0, 0) red"
-75.6788266,45.4219164,"(0, 255, 0) green"
-75.6784672,45.4214985,"(0, 255, 0) green"
-75.6765843,45.4215079,"(0, 255, 0) green"
-75.6758826,45.423157,"(0, 255, 0) green"
-75.677398,45.4233039,"(0, 255, 0) green"
-75.6772854,45.423157,"(0, 255, 0) green"
-75.6785582,45.4263388,"(0, 255, 0) green"
-75.6781505,45.4258719,"(0, 255, 0) green"
-75.6773942,45.4249571,"(0, 255, 0) green"
-75.6778953,45.427429,"(0, 255, 0) green"
-75.6775024,45.427605,"(0, 255, 0) green"
-75.677155,45.4277612,"(0, 255, 0) green"
-75.6769834,45.4275711,"(0, 255, 0) green"
-75.6785972,45.4280587,"(0, 255, 0) green"
-75.6788521,45.4283382,"(0, 255, 0) green"
-75.6819315,45.4270186,"(0, 255, 0) green"
-75.6818323,45.4270544,"(0, 255, 0) green"
-75.6817759,45.426804,"(0, 255, 0) green"
-75.6814526,45.4264355,"(0, 255, 0) green"
-75.68135,45.4263009,"(0, 255, 0) green"
-75.6809231,45.425799,"(0, 255, 0) green"
-75.6808548,45.425735,"(0, 255, 0) green"
-75.6807528,45.4256164,"(0, 255, 0) green"
-75.6805682,45.425396,"(0, 255, 0) green"
-75.6805219,45.4253546,"(0, 255, 0) green"
-75.6804843,45.4253066,"(0, 255, 0) green"
-75.6804361,45.4252473,"(0, 255, 0) green"
-75.6803958,45.4252021,"(0, 255, 0) green"
-75.6812038,45.4238266,"(0, 255, 0) green"
-75.6809047,45.4239612,"(0, 255, 0) green"
-75.6802369,45.4242549,"(0, 255, 0) green"
-75.6808685,45.4243472,"(0, 255, 0) green"
-75.6807907,45.4242634,"(0, 255, 0) green"
-75.6807478,45.4242144,"(0, 255, 0) green"
-75.6807156,45.4241561,"(0, 255, 0) green"
-75.680662,45.4241128,"(255, 255, 0) yellow"
-75.6806405,45.4240723,"(0, 255, 0) green"
-75.6806137,45.4240262,"(255, 255, 0) yellow"
-75.6805721,45.4239867,"(0, 255, 0) green"
-75.6805306,45.4239339,"(0, 255, 0) green"
-75.6837628,45.424971,"(0, 255, 0) green"
-75.683634,45.425003,"(0, 255, 0) green"
-75.6835294,45.4250463,"(0, 255, 0) green"
-75.6826389,45.425436,"(0, 255, 0) green"
-75.6828776,45.4253287,"(0, 255, 0) green"
-75.6829366,45.4252986,"(0, 255, 0) green"
-75.683178,45.4252139,"(0, 255, 0) green"
-75.6840587,45.4266993,"(0, 255, 0) green"
-75.6852791,45.426479,"(0, 255, 0) green"
-75.687843,45.4249918,"(0, 255, 0) green"
-75.6880146,45.4249165,"(0, 255, 0) green"
-75.6882131,45.42486,"(0, 255, 0) green"
-75.6877399,45.4238987,"(0, 255, 0) green"
-75.687697,45.4237557,"(0, 255, 0) green"
-75.6903317,45.4221636,"(0, 255, 0) green"
-75.6901252,45.4222417,"(0, 255, 0) green"
-75.6906884,45.4220403,"(0, 255, 0) green"
-75.6941327,45.4127906,"(0, 255, 0) green"
-75.6957903,45.4112541,"(0, 255, 0) green"
-75.6968257,45.4124667,"(0, 255, 0) green"
-75.6995257,45.4156207,"(0, 255, 0) green"
-75.6998047,45.4159973,"(0, 255, 0) green"
-75.7023172,45.4131455,"(0, 255, 0) green"
-75.702175,45.4129798,"(0, 255, 0) green"
-75.7011437,45.4134016,"(0, 255, 0) green"
-75.7027801,45.4109868,"(0, 255, 0) green"
-75.7020211,45.4112843,"(0, 255, 0) green"
-75.7069046,45.4082699,"(0, 255, 0) green"
-75.7068563,45.4081899,"(255, 255, 0) yellow"
-75.7068469,45.4081475,"(0, 255, 0) green"
-75.706808,45.4081051,"(0, 255, 0) green"
-75.7060919,45.4082294,"(0, 255, 0) green"
-75.7060463,45.4081833,"(0, 255, 0) green"
-75.7089499,45.4069691,"(0, 255, 0) green"
-75.708392,45.4058505,"(0, 255, 0) green"
-75.70781,45.4061838,"(0, 255, 0) green"
-75.7079253,45.406133,"(0, 255, 0) green"
-75.7081372,45.40602,"(0, 255, 0) green"
-75.7088989,45.4066941,"(0, 255, 0) green"
-75.707759,45.4072873,"(0, 255, 0) green"
-75.7133529,45.4042186,"(0, 255, 0) green"
-75.6789526,45.4106596,"(0, 255, 0) green"
-75.6764636,45.4112546,"(0, 255, 0) green"
-75.6744465,45.4132203,"(0, 255, 0) green"
-75.6774828,45.4129417,"(0, 255, 0) green"
-75.6769893,45.412196,"(0, 255, 0) green"
-75.6749757,45.4152879,"(0, 255, 0) green"
-75.6749757,45.4152089,"(0, 255, 0) green"
-75.6749275,45.4150432,"(0, 255, 0) green"
-75.6749704,45.4150168,"(0, 255, 0) green"
-75.6748685,45.4148963,"(0, 255, 0) green"
-75.6747773,45.4148436,"(0, 255, 0) green"
-75.6746914,45.4147833,"(0, 255, 0) green"
-75.673316,45.41527,"(0, 255, 0) green"
-75.6804339,45.4132496,"(0, 255, 0) green"
-75.6791357,45.4140668,"(0, 255, 0) green"
-75.6790445,45.4138672,"(0, 255, 0) green"
-75.6800477,45.4134793,"(0, 255, 0) green"
-75.6767807,45.415189,"(0, 255, 0) green"
-75.6781648,45.4144773,"(0, 255, 0) green"
-75.6781862,45.4143342,"(0, 255, 0) green"
